Ensembl Gene ID,average_dN/dS
ENSG00000112624,0.256447797
ENSG00000112640,0.106944626
ENSG00000112651,0.517802699
ENSG00000112655,0.304916449
ENSG00000112658,0.231389216
ENSG00000112659,0.204412921
ENSG00000112667,0.548076923
ENSG00000112679,0.158675397
ENSG00000112685,0.122394548
ENSG00000112695,0.44111479
ENSG00000112697,0.071239373
ENSG00000112699,0.058766945
ENSG00000112701,0.332340728
ENSG00000112706,0.686820137
ENSG00000112715,0.461829164
ENSG00000112739,0.073848987
ENSG00000112742,0.244637159
ENSG00000112759,0.070933351
ENSG00000112761,0.24153888
ENSG00000112763,0.416099735
ENSG00000112769,0.227177754
ENSG00000112773,0.050730081
ENSG00000112782,0.25813103
ENSG00000112787,0.556870633
ENSG00000112796,0.319944348
ENSG00000112799,0.3870665
ENSG00000112812,0.354164354
ENSG00000112818,0.260765372
ENSG00000112837,0.089999644
ENSG00000112851,0.226544095
ENSG00000112855,0.191256147
ENSG00000112874,0.127829719
ENSG00000112877,0.457868004
ENSG00000112893,0.213400176
ENSG00000112902,0.074947543
ENSG00000112936,0.380640044
ENSG00000112964,0.945951813
ENSG00000112972,0.116885766
ENSG00000112977,1.187235224
ENSG00000112981,0.583409826
ENSG00000112983,0.339609686
ENSG00000112984,0.382571188
ENSG00000112992,0.204669914
ENSG00000112996,0.383910053
ENSG00000113013,0.126268593
ENSG00000113048,0.505449678
ENSG00000113068,0.366396158
ENSG00000113070,0.338986036
ENSG00000113073,0.347728552
ENSG00000113083,0.194368779
ENSG00000113088,0.628247963
ENSG00000113108,0.631443307
ENSG00000113119,0.497004746
ENSG00000113140,0.111196911
ENSG00000113141,0.126066108
ENSG00000113161,0.099461321
ENSG00000113163,0.11064771
ENSG00000113194,0.083636407
ENSG00000113196,0.072302458
ENSG00000113205,0.13859007
ENSG00000113231,0.112631596
ENSG00000113240,0.121797875
ENSG00000113249,1.137897727
ENSG00000113262,0.071013503
ENSG00000113263,0.049651872
ENSG00000113269,0.477157121
ENSG00000113272,0.269370169
ENSG00000113273,0.189759292
ENSG00000113282,0.144406881
ENSG00000113296,0.224307236
ENSG00000113300,0.248379695
ENSG00000113302,0.323179033
ENSG00000113303,0.911324696
ENSG00000113312,0.205632247
ENSG00000113318,0.444583641
ENSG00000113319,0.213058383
ENSG00000113327,0.156219187
ENSG00000113328,0.099047512
ENSG00000113356,0.269719223
ENSG00000113360,0.032725779
ENSG00000113361,0.255590691
ENSG00000113368,0.15701538
ENSG00000113369,0.041113219
ENSG00000113384,0.067460317
ENSG00000113387,0.04
ENSG00000113389,0.178234482
ENSG00000113391,0.098520948
ENSG00000113396,0.423379699
ENSG00000113407,0.209011963
ENSG00000113430,0.179451914
ENSG00000113441,0.370993554
ENSG00000113448,0.162468415
ENSG00000113456,0.787210584
ENSG00000113460,0.100981767
ENSG00000113492,0.420682602
ENSG00000113494,0.24035979
ENSG00000113504,0.057373767
ENSG00000113520,0.733678034
ENSG00000113522,0.101183381
ENSG00000113525,0.265382622
ENSG00000113532,0.031707317
ENSG00000113552,0.046150544
ENSG00000113555,0.147367271
ENSG00000113569,0.237390993
ENSG00000113575,0.75
ENSG00000113578,0.039189189
ENSG00000113580,0.350793466
ENSG00000113583,0.76026028
ENSG00000113593,0.167871307
ENSG00000113594,0.279966651
ENSG00000113595,0.224274406
ENSG00000113600,0.610742869
ENSG00000113615,0.399607476
ENSG00000113621,0.27201929
ENSG00000113638,0.185380901
ENSG00000113643,0.219959899
ENSG00000113645,0.162393431
ENSG00000113649,0.112938012
ENSG00000113657,0.179424166
ENSG00000113716,0.346183083
ENSG00000113719,0.0776864
ENSG00000113721,0.064591245
ENSG00000113722,0.245364834
ENSG00000113732,0.094570928
ENSG00000113734,0.254184196
ENSG00000113739,0.12998881
ENSG00000113742,0.021621622
ENSG00000113749,0.081786709
ENSG00000113758,0.303012171
ENSG00000113761,0.451877546
ENSG00000113763,0.05315612
ENSG00000113790,0.46714894
ENSG00000113805,0.128200346
ENSG00000113810,0.177064272
ENSG00000113812,0.135202991
ENSG00000113838,0.613468598
ENSG00000113845,0.778329973
ENSG00000113851,0.086875426
ENSG00000113889,0.529284165
ENSG00000113905,1.196012745
ENSG00000113916,0.076282491
ENSG00000113924,0.156550359
ENSG00000113946,0.447542928
ENSG00000113966,0.02970297
ENSG00000113971,0.265082118
ENSG00000114013,0.56378032
ENSG00000114019,0.187691839
ENSG00000114021,0.422068056
ENSG00000114023,0.583289378
ENSG00000114026,0.477663294
ENSG00000114030,0.099668817
ENSG00000114054,0.126538451
ENSG00000114062,0.212473612
ENSG00000114107,0.76665141
ENSG00000114113,0.347241546
ENSG00000114115,0.399895413
ENSG00000114120,0.115838445
ENSG00000114124,0.131772315
ENSG00000114126,0.285783502
ENSG00000114127,0.486707361
ENSG00000114166,0.092304689
ENSG00000114200,0.535096766
ENSG00000114204,0.198390153
ENSG00000114209,0.086134454
ENSG00000114248,0.541932055
ENSG00000114251,0.098076904
ENSG00000114268,0.100950201
ENSG00000114270,0.419351136
ENSG00000114279,0.034926471
ENSG00000114302,0.676925546
ENSG00000114315,0.08372093
ENSG00000114316,0.168569017
ENSG00000114331,0.033895784
ENSG00000114346,0.136665233
ENSG00000114349,0.02507837
ENSG00000114354,0.096912946
ENSG00000114378,0.618096163
ENSG00000114383,0.311594203
ENSG00000114388,0.103531874
ENSG00000114423,0.077191713
ENSG00000114439,0.34166771
ENSG00000114446,0.333708607
ENSG00000114455,0.694487872
ENSG00000114473,0.483482033
ENSG00000114480,0.24902085
ENSG00000114487,0.622215927
ENSG00000114491,0.561718438
ENSG00000114520,0.311996198
ENSG00000114529,1.668918919
ENSG00000114541,0.214877542
ENSG00000114544,0.357691575
ENSG00000114554,0.041730833
ENSG00000114573,0.2933687
ENSG00000114626,0.071016998
ENSG00000114631,0.302063653
ENSG00000114638,0.126911462
ENSG00000114646,0.276603341
ENSG00000114648,0.140214728
ENSG00000114650,0.191249255
ENSG00000114654,0.237637969
ENSG00000114656,0.544250139
ENSG00000114670,0.448228096
ENSG00000114686,0.301969759
ENSG00000114698,0.41635967
ENSG00000114735,0.584175316
ENSG00000114737,0.437053613
ENSG00000114738,0.090467838
ENSG00000114739,0.024955716
ENSG00000114742,0.036649215
ENSG00000114744,0.223361733
ENSG00000114745,0.415043266
ENSG00000114757,0.264600395
ENSG00000114767,0.196605529
ENSG00000114770,0.028491097
ENSG00000114771,0.565882035
ENSG00000114779,1.072773092
ENSG00000114784,0.158730159
ENSG00000114790,0.271935982
ENSG00000114796,0.069306931
ENSG00000114805,0.293856788
ENSG00000114812,0.067567568
ENSG00000114841,0.144798858
ENSG00000114850,0.081355932
ENSG00000114857,0.309742342
ENSG00000114859,0.140878337
ENSG00000114867,0.198700801
ENSG00000114902,0.717855153
ENSG00000114904,0.52864097
ENSG00000114923,0.106002629
ENSG00000114933,0.226793105
ENSG00000114942,0.207062876
ENSG00000114948,0.179038833
ENSG00000114956,1.058328379
ENSG00000114978,0.325203252
ENSG00000114982,0.11032842
ENSG00000114988,0.200848442
ENSG00000114993,0.619990792
ENSG00000114999,0.181634623
ENSG00000115008,0.463607271
ENSG00000115009,0.58627694
ENSG00000115020,0.19786799
ENSG00000115041,0.084681931
ENSG00000115053,0.316544584
ENSG00000115073,0.033559244
ENSG00000115084,0.202170192
ENSG00000115085,0.050591207
ENSG00000115107,0.092432488
ENSG00000115109,0.434179931
ENSG00000115112,0.169089887
ENSG00000115129,0.281520013
ENSG00000115137,0.074014297
ENSG00000115138,0.123654681
ENSG00000115145,0.384895355
ENSG00000115155,0.147612439
ENSG00000115159,0.086643586
ENSG00000115163,0.286671089
ENSG00000115165,0.296014045
ENSG00000115170,0.049605618
ENSG00000115183,0.328665008
ENSG00000115194,0.042805153
ENSG00000115204,0.640196164
ENSG00000115207,0.103547924
ENSG00000115211,0.427098132
ENSG00000115216,0.042734173
ENSG00000115221,0.173593401
ENSG00000115226,0.188337631
ENSG00000115232,0.173489348
ENSG00000115234,0.078876263
ENSG00000115239,0.144
ENSG00000115241,0.060240964
ENSG00000115252,0.207632566
ENSG00000115257,0.147706004
ENSG00000115263,0.591230159
ENSG00000115266,0.144907935
ENSG00000115267,0.267391448
ENSG00000115268,0.005758157
ENSG00000115271,0.866666667
ENSG00000115275,0.450808965
ENSG00000115282,0.782803086
ENSG00000115286,0.209639008
ENSG00000115289,0.090880127
ENSG00000115290,0.197521383
ENSG00000115295,0.149685963
ENSG00000115297,0.119711776
ENSG00000115306,0.039141527
ENSG00000115307,0.144653037
ENSG00000115310,0.463774343
ENSG00000115317,0.331465496
ENSG00000115318,0.136237519
ENSG00000115325,0.171321716
ENSG00000115339,0.110203648
ENSG00000115350,0.509499489
ENSG00000115353,0.032749797
ENSG00000115355,0.111330424
ENSG00000115361,0.315756057
ENSG00000115363,0.344626053
ENSG00000115364,0.554702005
ENSG00000115365,0.161161671
ENSG00000115368,0.124486196
ENSG00000115380,0.300213042
ENSG00000115386,0.441316476
ENSG00000115392,0.343542355
ENSG00000115414,0.111775133
ENSG00000115415,0.068068376
ENSG00000115419,0.037433155
ENSG00000115421,0.252923382
ENSG00000115423,0.334578291
ENSG00000115425,1.056378788
ENSG00000115446,0.089924926
ENSG00000115457,0.02652356
ENSG00000115459,0.545833213
ENSG00000115461,0.065507684
ENSG00000115464,0.146287914
ENSG00000115468,0.172073298
ENSG00000115474,0.299704496
ENSG00000115484,0.036734694
ENSG00000115486,0.349536866
ENSG00000115488,0.25709414
ENSG00000115504,0.176080552
ENSG00000115507,1.094017094
ENSG00000115514,0.250404839
ENSG00000115520,0.10468739
ENSG00000115523,1.307458016
ENSG00000115525,0.44085517
ENSG00000115539,0.282497075
ENSG00000115556,0.252539646
ENSG00000115568,0.252964562
ENSG00000115590,0.302701094
ENSG00000115592,0.341132055
ENSG00000115593,0.117869854
ENSG00000115594,0.527562641
ENSG00000115596,0.030348504
ENSG00000115598,0.503564264
ENSG00000115602,0.468489031
ENSG00000115604,0.434410191
ENSG00000115607,0.578397747
ENSG00000115616,0.145226234
ENSG00000115641,0.114984969
ENSG00000115648,0.517611979
ENSG00000115649,0.478514216
ENSG00000115652,0.073279611
ENSG00000115657,0.208922976
ENSG00000115661,0.117648789
ENSG00000115665,0.10551968
ENSG00000115677,0.051145205
ENSG00000115685,0.261869953
ENSG00000115687,0.354220639
ENSG00000115694,0.0679375
ENSG00000115705,0.22370889
ENSG00000115718,0.175538451
ENSG00000115750,0.257454887
ENSG00000115756,0.015419658
ENSG00000115758,0.227525328
ENSG00000115760,0.194491272
ENSG00000115761,0.146236316
ENSG00000115762,0.206480728
ENSG00000115806,0.167470822
ENSG00000115808,0.246593714
ENSG00000115816,0.475806111
ENSG00000115825,0.058423188
ENSG00000115827,0.463274914
ENSG00000115828,0.356490419
ENSG00000115839,0.168097753
ENSG00000115840,0.055649141
ENSG00000115841,0.67015873
ENSG00000115850,0.379488383
ENSG00000115866,0.234979842
ENSG00000115884,0.685614382
ENSG00000115896,0.19308639
ENSG00000115902,0.089220946
ENSG00000115904,0.136410174
ENSG00000115919,0.496876682
ENSG00000115935,0.191111635
ENSG00000115942,0.243891197
ENSG00000115946,0.304597226
ENSG00000115947,0.288102262
ENSG00000115956,0.268829274
ENSG00000115970,0.478804761
ENSG00000115977,0.358993436
ENSG00000115993,0.20583238
ENSG00000115998,0.145619658
ENSG00000116005,0.187636541
ENSG00000116014,0.202129399
ENSG00000116016,0.07710038
ENSG00000116017,0.100485366
ENSG00000116031,0.470392306
ENSG00000116032,0.169972493
ENSG00000116035,0.208762329
ENSG00000116039,0.133093966
ENSG00000116044,0.165925296
ENSG00000116062,0.171000186
ENSG00000116095,0.085731251
ENSG00000116096,0.26629884
ENSG00000116106,0.088520674
ENSG00000116117,0.435077527
ENSG00000116120,0.207522142
ENSG00000116127,0.716957208
ENSG00000116128,0.191484225
ENSG00000116133,0.019496738
ENSG00000116138,0.333950005
ENSG00000116141,0.256345261
ENSG00000116147,0.130699779
ENSG00000116151,0.364110293
ENSG00000116157,0.071767654
ENSG00000116161,0.065517241
ENSG00000116171,0.254791563
ENSG00000116176,0.268494773
ENSG00000116183,0.686218695
ENSG00000116191,0.24640939
ENSG00000116194,0.139200029
ENSG00000116198,0.290920345
ENSG00000116199,0.344402958
ENSG00000116205,0.979253059
ENSG00000116209,0.175407715
ENSG00000116212,0.139070963
ENSG00000116213,0.168601147
ENSG00000116218,0.270932433
ENSG00000116221,0.468863402
ENSG00000116237,0.13284684
ENSG00000116254,0.147949331
ENSG00000116260,0.498997874
ENSG00000116266,0.206022122
ENSG00000116273,0.121145405
ENSG00000116285,0.331721254
ENSG00000116288,0.284295817
ENSG00000116299,0.288084444
ENSG00000116329,0.044346544
ENSG00000116337,0.264006724
ENSG00000116350,0.258945999
ENSG00000116353,0.631737549
ENSG00000116396,0.092919377
ENSG00000116406,0.16763899
ENSG00000116455,0.210981718
ENSG00000116459,1.037631636
ENSG00000116478,0.053507399
ENSG00000116489,0.218134522
ENSG00000116497,0.548035308
ENSG00000116514,0.111025854
ENSG00000116521,0.101205382
ENSG00000116525,0.031576486
ENSG00000116539,0.164115861
ENSG00000116544,0.082089552
ENSG00000116560,0.603926097
ENSG00000116574,0.028327655
ENSG00000116580,0.351121818
ENSG00000116584,0.232076377
ENSG00000116604,0.179264381
ENSG00000116641,0.10965836
ENSG00000116649,0.072892208
ENSG00000116661,0.503348626
ENSG00000116663,0.217810506
ENSG00000116668,0.713926411
ENSG00000116670,0.023051592
ENSG00000116675,0.084122087
ENSG00000116678,0.497632141
ENSG00000116679,0.116125746
ENSG00000116685,0.118523685
ENSG00000116688,0.220360069
ENSG00000116690,0.470403
ENSG00000116691,0.431569115
ENSG00000116698,0.532228681
ENSG00000116701,0.446304428
ENSG00000116703,0.313718083
ENSG00000116704,0.136495227
ENSG00000116711,0.095165467
ENSG00000116726,0.412632817
ENSG00000116731,0.217274002
ENSG00000116741,0.119248358
ENSG00000116745,0.095486111
ENSG00000116747,0.142150952
ENSG00000116748,0.443914441
ENSG00000116750,0.148351648
ENSG00000116754,0.05839558
ENSG00000116761,0.386435222
ENSG00000116771,0.204101309
ENSG00000116774,0.04714663
ENSG00000116786,0.172216788
ENSG00000116791,0.188116714
ENSG00000116793,0.144748208
ENSG00000116809,0.065351611
ENSG00000116815,1.120412029
ENSG00000116819,0.098781179
ENSG00000116824,0.434333909
ENSG00000116830,0.588825508
ENSG00000116833,0.040129509
ENSG00000116857,0.163580247
ENSG00000116863,0.071858289
ENSG00000116871,0.364644172
ENSG00000116874,0.277088329
ENSG00000116882,0.156330556
ENSG00000116885,0.526769761
ENSG00000116898,0.800209579
ENSG00000116903,0.053161523
ENSG00000116906,0.307771811
ENSG00000116922,0.22812458
ENSG00000116954,0.190667512
ENSG00000116962,0.155229193
ENSG00000116977,0.453518963
ENSG00000116981,0.054419777
ENSG00000116983,0.055963127
ENSG00000116984,0.238043159
ENSG00000116990,0.522463068
ENSG00000116991,0.09572945
ENSG00000116996,0.380760086
ENSG00000117000,0.185985641
ENSG00000117009,0.592338437
ENSG00000117010,0.510393271
ENSG00000117013,0.04191212
ENSG00000117016,0.052336449
ENSG00000117036,0.382857143
ENSG00000117054,0.214261089
ENSG00000117069,0.166903083
ENSG00000117090,0.421782963
ENSG00000117091,0.499605511
ENSG00000117114,0.151887126
ENSG00000117115,0.089743442
ENSG00000117118,0.128230771
ENSG00000117122,0.266507816
ENSG00000117133,0.268109073
ENSG00000117139,0.151172486
ENSG00000117143,0.084599723
ENSG00000117148,0.089309766
ENSG00000117151,0.494588407
ENSG00000117152,0.311569977
ENSG00000117153,0.180307645
ENSG00000117154,0.104804726
ENSG00000117155,0.127127134
ENSG00000117174,0.571290634
ENSG00000117215,0.475129258
ENSG00000117222,0.458272859
ENSG00000117226,0.498626032
ENSG00000117228,0.349098423
ENSG00000117245,0.158562126
ENSG00000117266,0.245504491
ENSG00000117280,0.136460554
ENSG00000117281,0.444070016
ENSG00000117298,0.118902644
ENSG00000117305,0.340022915
ENSG00000117308,0.198086622
ENSG00000117318,0.117234889
ENSG00000117322,0.530246636
ENSG00000117335,0.671513418
ENSG00000117360,0.126719749
ENSG00000117385,0.431276021
ENSG00000117394,0.213568066
ENSG00000117395,0.12208234
ENSG00000117399,0.151741267
ENSG00000117400,0.46333307
ENSG00000117407,0.643597941
ENSG00000117408,0.332430316
ENSG00000117410,0.406593407
ENSG00000117411,0.126046462
ENSG00000117425,0.191786607
ENSG00000117448,0.120889366
ENSG00000117450,0.241410949
ENSG00000117472,0.510783322
ENSG00000117475,0.654786444
ENSG00000117477,0.673735184
ENSG00000117479,0.144559032
ENSG00000117480,0.184612636
ENSG00000117481,0.342953206
ENSG00000117500,0.219330686
ENSG00000117501,0.989040076
ENSG00000117519,0.123123255
ENSG00000117523,0.254960646
ENSG00000117525,0.502692558
ENSG00000117528,0.251815753
ENSG00000117533,0.136170213
ENSG00000117543,0.216191779
ENSG00000117560,0.160775055
ENSG00000117586,0.274250089
ENSG00000117592,0.161081063
ENSG00000117593,0.38283923
ENSG00000117594,0.64018637
ENSG00000117597,0.261002528
ENSG00000117598,0.142335163
ENSG00000117600,0.057142857
ENSG00000117601,0.170949702
ENSG00000117602,0.112215909
ENSG00000117614,0.320464159
ENSG00000117616,0.526650671
ENSG00000117620,0.28176658
ENSG00000117625,2.659090909
ENSG00000117640,0.121205862
ENSG00000117643,0.138424883
ENSG00000117650,0.173807628
ENSG00000117676,0.084820641
ENSG00000117682,0.088526795
ENSG00000117691,0.237410121
ENSG00000117697,0.703301474
ENSG00000117707,0.078947368
ENSG00000117713,0.134257281
ENSG00000117724,0.511087395
ENSG00000117748,0.924657534
ENSG00000117751,0.086092715
ENSG00000117758,0.314631501
ENSG00000117791,0.222978633
ENSG00000117834,0.190261623
ENSG00000117859,0.109609373
ENSG00000117862,0.110899583
ENSG00000117868,0.126956536
ENSG00000117877,0.447208226
ENSG00000117899,0.260102418
ENSG00000117906,0.122048475
ENSG00000117971,0.210806005
ENSG00000117983,0.238319162
ENSG00000118004,0.141620451
ENSG00000118007,0.319665948
ENSG00000118017,0.27082252
ENSG00000118046,0.166894716
ENSG00000118058,0.131170216
ENSG00000118094,0.254584829
ENSG00000118096,0.269426891
ENSG00000118113,0.6139751
ENSG00000118137,0.194267516
ENSG00000118156,0.346549846
ENSG00000118160,0.066923831
ENSG00000118162,0.315705477
ENSG00000118193,0.38348246
ENSG00000118194,0.113645392
ENSG00000118197,0.267039752
ENSG00000118200,0.277478968
ENSG00000118217,0.17206868
ENSG00000118231,0.164536741
ENSG00000118242,0.323522479
ENSG00000118246,0.642575995
ENSG00000118257,0.066372721
ENSG00000118263,0.199015609
ENSG00000118271,0.515635424
ENSG00000118276,0.052828565
ENSG00000118292,0.960974643
ENSG00000118298,0.477589237
ENSG00000118307,0.460674093
ENSG00000118308,0.672062472
ENSG00000118322,0.211879543
ENSG00000118363,0.251870559
ENSG00000118369,0.130349591
ENSG00000118402,0.319582317
ENSG00000118407,0.212948705
ENSG00000118420,0.986329839
ENSG00000118434,0.413639929
ENSG00000118454,0.108801137
ENSG00000118473,0.105990783
ENSG00000118482,0.533287642
ENSG00000118491,0.559031574
ENSG00000118492,0.390986206
ENSG00000118495,0.27923488
ENSG00000118496,0.177900888
ENSG00000118503,0.10576756
ENSG00000118508,0.189421216
ENSG00000118513,0.411728896
ENSG00000118514,0.160512889
ENSG00000118515,0.183431922
ENSG00000118518,0.38275941
ENSG00000118520,0.239868415
ENSG00000118523,0.105361122
ENSG00000118526,0.032030902
ENSG00000118564,0.116797786
ENSG00000118579,0.045400239
ENSG00000118596,0.242906751
ENSG00000118600,0.400251327
ENSG00000118620,0.446361517
ENSG00000118655,0.260930364
ENSG00000118689,0.057369866
ENSG00000118690,0.532931931
ENSG00000118702,0.303993283
ENSG00000118705,0.079075563
ENSG00000118707,0.417918455
ENSG00000118729,0.460533823
ENSG00000118733,0.097205165
ENSG00000118762,0.134400646
ENSG00000118777,0.339854427
ENSG00000118785,0.761026272
ENSG00000118804,0.849844391
ENSG00000118816,0.192197
ENSG00000118849,0.566041695
ENSG00000118855,0.147649224
ENSG00000118873,0.114014419
ENSG00000118898,0.168485192
ENSG00000118900,0.204503594
ENSG00000118922,0.164236714
ENSG00000118946,0.043016084
ENSG00000118960,0.446666597
ENSG00000118961,0.444187738
ENSG00000118965,0.215895285
ENSG00000118971,0.342857143
ENSG00000118972,0.416741707
ENSG00000118985,0.416751523
ENSG00000118997,0.240252357
ENSG00000119004,0.46700246
ENSG00000119013,0.715384615
ENSG00000119041,0.165485495
ENSG00000119042,0.025531915
ENSG00000119121,0.292691907
ENSG00000119125,0.305981013
ENSG00000119147,0.13956596
ENSG00000119185,0.090043715
ENSG00000119203,0.053224055
ENSG00000119227,0.36838521
ENSG00000119231,0.417525113
ENSG00000119242,0.17890946
ENSG00000119280,0.240525054
ENSG00000119283,0.080035883
ENSG00000119285,0.343112244
ENSG00000119314,0.488758495
ENSG00000119318,0.12362327
ENSG00000119321,0.973306985
ENSG00000119326,0.18768543
ENSG00000119328,0.361277916
ENSG00000119333,0.217916859
ENSG00000119335,0.072672673
ENSG00000119383,0.50014224
ENSG00000119392,0.200304784
ENSG00000119397,0.377382644
ENSG00000119401,0.064397108
ENSG00000119402,0.171510344
ENSG00000119403,0.042556914
ENSG00000119411,0.167999403
ENSG00000119414,0.331723027
ENSG00000119421,0.305858494
ENSG00000119431,0.173266191
ENSG00000119457,0.137714934
ENSG00000119471,0.280831623
ENSG00000119487,0.061396396
ENSG00000119508,0.083454928
ENSG00000119509,0.36636976
ENSG00000119514,0.158613788
ENSG00000119522,0.205200564
ENSG00000119523,0.127484704
ENSG00000119535,0.27755151
ENSG00000119537,0.164921205
ENSG00000119541,0.069159102
ENSG00000119547,0.070312626
ENSG00000119559,0.234494477
ENSG00000119574,0.105242532
ENSG00000119596,0.156646916
ENSG00000119599,0.151343594
ENSG00000119608,0.951222056
ENSG00000119614,0.078007292
ENSG00000119630,0.101926089
ENSG00000119632,1.244422855
ENSG00000119636,0.443775462
ENSG00000119638,0.195419436
ENSG00000119640,0.764705882
ENSG00000119650,0.199989642
ENSG00000119655,0.232273839
ENSG00000119661,0.115655627
ENSG00000119669,0.304635762
ENSG00000119681,0.243290811
ENSG00000119682,0.150101424
ENSG00000119684,0.505431431
ENSG00000119685,0.371866863
ENSG00000119686,0.215930056
ENSG00000119688,0.259279848
ENSG00000119689,0.160735679
ENSG00000119698,0.119173617
ENSG00000119699,0.031152648
ENSG00000119703,1.370699832
ENSG00000119705,1.261209987
ENSG00000119707,0.025630585
ENSG00000119711,0.428298344
ENSG00000119714,0.020541627
ENSG00000119715,0.181491693
ENSG00000119718,0.149234944
ENSG00000119720,0.247010074
ENSG00000119723,0.486567373
ENSG00000119725,0.470686421
ENSG00000119737,0.146260808
ENSG00000119760,0.081734446
ENSG00000119771,0.046802548
ENSG00000119772,0.10769096
ENSG00000119777,0.356025149
ENSG00000119778,0.280862314
ENSG00000119787,0.449268429
ENSG00000119812,0.230150525
ENSG00000119820,0.081576305
ENSG00000119844,0.789413461
ENSG00000119862,0.256770933
ENSG00000119888,0.885294255
ENSG00000119899,0.192809102
ENSG00000119900,0.414268947
ENSG00000119906,0.841719053
ENSG00000119912,0.071083018
ENSG00000119913,0.230251506
ENSG00000119915,0.804543101
ENSG00000119917,0.600487473
ENSG00000119919,0.048780488
ENSG00000119922,0.653838097
ENSG00000119927,0.140046625
ENSG00000119929,0.074113676
ENSG00000119938,0.086927124
ENSG00000119943,0.258949144
ENSG00000119946,0.2007288
ENSG00000119950,0.145369634
ENSG00000119953,0.087106863
ENSG00000119965,1.061280762
ENSG00000119969,0.110544982
ENSG00000119973,0.096754668
ENSG00000119977,0.580841246
ENSG00000119979,0.411061952
ENSG00000119986,0.674818462
ENSG00000120008,0.129409345
ENSG00000120029,0.395276319
ENSG00000120049,0.315688244
ENSG00000120051,0.210124653
ENSG00000120053,0.316467854
ENSG00000120054,0.304055616
ENSG00000120057,0.019957234
ENSG00000120063,0.206679596
ENSG00000120071,0.16320932
ENSG00000120075,0.029679023
ENSG00000120088,0.12065573
ENSG00000120093,0.182642885
ENSG00000120094,0.204081659
ENSG00000120129,0.114029603
ENSG00000120149,0.142600014
ENSG00000120156,0.257623213
ENSG00000120158,0.144949553
ENSG00000120159,0.222042329
ENSG00000120160,1.173748593
ENSG00000120162,0.075506446
ENSG00000120210,0.880497355
ENSG00000120211,0.452118829
ENSG00000120215,0.477687389
ENSG00000120217,0.379066097
ENSG00000120235,0.352024447
ENSG00000120242,1.046165048
ENSG00000120251,0.011441648
ENSG00000120253,0.239477252
ENSG00000120254,0.279045537
ENSG00000120256,0.164297729
ENSG00000120262,0.516559194
ENSG00000120265,1.010930809
ENSG00000120278,0.360107665
ENSG00000120279,0.392877354
ENSG00000120280,0.157263339
ENSG00000120306,0.123964803
ENSG00000120314,0.208736187
ENSG00000120318,0.14841042
ENSG00000120329,0.272938136
ENSG00000120332,0.204066166
ENSG00000120334,0.743418356
ENSG00000120337,0.36805229
ENSG00000120341,0.421492517
ENSG00000120370,0.494926111
ENSG00000120436,0.291546169
ENSG00000120438,0.043271777
ENSG00000120440,0.383161996
ENSG00000120451,0.407482048
ENSG00000120457,0.046332566
ENSG00000120458,0.395725342
ENSG00000120471,1.582952021
ENSG00000120498,0.912754723
ENSG00000120500,0.400745177
ENSG00000120509,0.299757608
ENSG00000120519,0.580436174
ENSG00000120526,0.297072785
ENSG00000120539,0.454723553
ENSG00000120549,0.290045452
ENSG00000120594,0.190173119
ENSG00000120616,0.267769273
ENSG00000120645,0.155548871
ENSG00000120647,1.32708283
ENSG00000120656,0.703974284
ENSG00000120658,0.07586607
ENSG00000120659,0.168564561
ENSG00000120662,0.436618422
ENSG00000120675,0.495695709
ENSG00000120685,0.264243394
ENSG00000120686,0.53956091
ENSG00000120688,0.319125376
ENSG00000120690,0.18341219
ENSG00000120693,0.0280849
ENSG00000120694,0.370644304
ENSG00000120696,0.061807536
ENSG00000120697,0.227199756
ENSG00000120699,0.109689075
ENSG00000120708,0.092903983
ENSG00000120709,0.44362505
ENSG00000120725,0.255103886
ENSG00000120729,0.416057729
ENSG00000120733,0.218581074
ENSG00000120738,0.018821594
ENSG00000120756,0.356337252
ENSG00000120784,0.115342173
ENSG00000120798,0.384129698
ENSG00000120800,0.295373548
ENSG00000120805,0.177753544
ENSG00000120820,0.06808421
ENSG00000120832,0.374334604
ENSG00000120833,0.191308244
ENSG00000120860,0.218554443
ENSG00000120868,0.329088944
ENSG00000120875,0.019797795
ENSG00000120885,0.233386998
ENSG00000120889,0.613905205
ENSG00000120896,0.245757189
ENSG00000120899,0.169575904
ENSG00000120903,0.138558167
ENSG00000120907,0.217165236
ENSG00000120910,0.357359924
ENSG00000120915,0.28909694
ENSG00000120925,0.246434381
ENSG00000120937,0.92541205
ENSG00000120942,0.042686016
ENSG00000120949,0.350372213
ENSG00000120992,0.40440613
ENSG00000121005,0.28878641
ENSG00000121053,0.1408706
ENSG00000121057,0.525285761
ENSG00000121058,0.466465139
ENSG00000121060,0.357842174
ENSG00000121064,0.279208848
ENSG00000121068,0.088623274
ENSG00000121073,0.564110774
ENSG00000121075,0.075450475
ENSG00000121101,0.560810339
ENSG00000121104,0.34895211
ENSG00000121152,0.244119105
ENSG00000121207,0.186574734
ENSG00000121210,0.456245745
ENSG00000121211,0.432994935
ENSG00000121236,0.379562044
ENSG00000121270,0.537090967
ENSG00000121274,0.41862041
ENSG00000121281,0.128088528
ENSG00000121289,0.52647224
ENSG00000121297,0.02740047
ENSG00000121310,0.318549779
ENSG00000121314,1.178787336
ENSG00000121316,0.437854382
ENSG00000121318,1.159507553
